fold,f1,precision,recall,accuracy,pc_EBOV_f1,pc_EBOV_precision,pc_EBOV_recall,pc_H1N1_f1,pc_H1N1_precision,pc_H1N1_recall,pc_H5N1_f1,pc_H5N1_precision,pc_H5N1_recall,pc_LASV_f1,pc_LASV_precision,pc_LASV_recall,pc_MARV_f1,pc_MARV_precision,pc_MARV_recall,pc_Mock_f1,pc_Mock_precision,pc_Mock_recall,pc_NiV_f1,pc_NiV_precision,pc_NiV_recall,pc_RSV_f1,pc_RSV_precision,pc_RSV_recall,pc_RVFV_f1,pc_RVFV_precision,pc_RVFV_recall,pc_SFSV_f1,pc_SFSV_precision,pc_SFSV_recall,k
2,0.4526315789473684,0.47368421052631576,0.5263157894736842,0.5263157894736842,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,12
3,0.42857142857142855,0.4105263157894737,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,0.5714285714285714,0.4,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12
4,0.3925925925925926,0.36111111111111105,0.4444444444444444,0.4444444444444444,0.4,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,12
1,0.4807017543859649,0.5087719298245613,0.5263157894736842,0.5263157894736842,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.4,0.3333333333333333,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2,0.24060150375939848,0.23157894736842108,0.2631578947368421,0.2631578947368421,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,13
3,0.312280701754386,0.2807017543859649,0.3684210526315789,0.3684210526315789,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13
4,0.5412698412698413,0.5351851851851852,0.6111111111111112,0.6111111111111112,0.5714285714285714,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,13
1,0.40100250626566414,0.39999999999999997,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,0.5714285714285714,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.4,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14
2,0.46315789473684205,0.5438596491228069,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.4,0.3333333333333333,0.5,14
3,0.4105263157894737,0.40350877192982454,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.4,0.3333333333333333,0.5,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14
4,0.5111111111111111,0.48148148148148145,0.5555555555555556,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14
1,0.3533834586466165,0.32631578947368417,0.42105263157894735,0.42105263157894735,0.0,0.0,0.0,0.5714285714285714,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.2,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15
2,0.39348370927318294,0.4368421052631579,0.42105263157894735,0.42105263157894735,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.5,0.5714285714285714,0.4,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.25,0.5,15
3,0.34385964912280703,0.2982456140350877,0.42105263157894735,0.42105263157894735,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15
4,0.6185185185185185,0.6481481481481483,0.6111111111111112,0.6111111111111112,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15
